id_eje,descripcion_eje,id_programa_presupuestario,descripcion_programa_presupuestario,id_componente,descripcion_componente,id_siglas,descripcion_siglas,id_ods,descripcion_ods,id_meta,descripcion_meta,id_tema_general,descripcion_tema_general,id_tema_objetivo,descripcion_tema_objetivo,id_meta_rubro_propuesta,descripcion_meta_rubro_propuesta
3,Educación de Calidad,E017,Cobertura de Educación Media Superior y Superior,E017.C21,B. Infraestructura educativa consolidada en el nivel medio superior. SEG,SEG,Secretaría de Educación,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.a,"4.a Construir y adecuar instalaciones escolares que respondan a las necesidades de los niños y las personas discapacitadas y tengan en cuenta las cuestiones de género, y que ofrezcan entornos de aprendizaje seguros, no violentos, inclusivos y eficaces para todos.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E017,Cobertura de Educación Media Superior y Superior,E017.C47,B. Infraestructura educativa consolidada en el nivel superior. SEG,SEG,Secretaría de Educación,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.a,"4.a Construir y adecuar instalaciones escolares que respondan a las necesidades de los niños y las personas discapacitadas y tengan en cuenta las cuestiones de género, y que ofrezcan entornos de aprendizaje seguros, no violentos, inclusivos y eficaces para todos.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E017,Cobertura de Educación Media Superior y Superior,E017.C02,B. Infraestructura educativa consolidada. CECYTEG,CECYTEG,Colegio de Estudios Científicos y Tecnológicos del Estado de Guanajuato,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.a,"4.a Construir y adecuar instalaciones escolares que respondan a las necesidades de los niños y las personas discapacitadas y tengan en cuenta las cuestiones de género, y que ofrezcan entornos de aprendizaje seguros, no violentos, inclusivos y eficaces para todos.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E017,Cobertura de Educación Media Superior y Superior,E017.C04,B. Infraestructura educativa consolidada. CONALEP,CONALEP,Colegio de Educación Profesional Técnica del Estado de Guanajuato,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.a,"4.a Construir y adecuar instalaciones escolares que respondan a las necesidades de los niños y las personas discapacitadas y tengan en cuenta las cuestiones de género, y que ofrezcan entornos de aprendizaje seguros, no violentos, inclusivos y eficaces para todos.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E017,Cobertura de Educación Media Superior y Superior,E017.C06,B. Infraestructura educativa consolidada. EPRR,EPRR,Escuela Preparatoria Regional del Rincón,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.a,"4.a Construir y adecuar instalaciones escolares que respondan a las necesidades de los niños y las personas discapacitadas y tengan en cuenta las cuestiones de género, y que ofrezcan entornos de aprendizaje seguros, no violentos, inclusivos y eficaces para todos.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E017,Cobertura de Educación Media Superior y Superior,E017.C09,B. Infraestructura educativa consolidada. ITESG,ITESG,Instituto Tecnológico Superior de Guanajuato,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.a,"4.a Construir y adecuar instalaciones escolares que respondan a las necesidades de los niños y las personas discapacitadas y tengan en cuenta las cuestiones de género, y que ofrezcan entornos de aprendizaje seguros, no violentos, inclusivos y eficaces para todos.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E017,Cobertura de Educación Media Superior y Superior,E017.C11,B. Infraestructura educativa consolidada. ITESI,ITESI,Instituto Tecnológico Superior de Irapuato,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.a,"4.a Construir y adecuar instalaciones escolares que respondan a las necesidades de los niños y las personas discapacitadas y tengan en cuenta las cuestiones de género, y que ofrezcan entornos de aprendizaje seguros, no violentos, inclusivos y eficaces para todos.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E017,Cobertura de Educación Media Superior y Superior,E017.C15,B. Infraestructura educativa consolidada. ITESP,ITSPR,Instituto Tecnológico Superior de Purísima del Rincón,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.a,"4.a Construir y adecuar instalaciones escolares que respondan a las necesidades de los niños y las personas discapacitadas y tengan en cuenta las cuestiones de género, y que ofrezcan entornos de aprendizaje seguros, no violentos, inclusivos y eficaces para todos.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E017,Cobertura de Educación Media Superior y Superior,E017.C13,B. Infraestructura educativa consolidada. ITESS,ITESS,Instituto Tecnológico Superior de Salvatierra,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.a,"4.a Construir y adecuar instalaciones escolares que respondan a las necesidades de los niños y las personas discapacitadas y tengan en cuenta las cuestiones de género, y que ofrezcan entornos de aprendizaje seguros, no violentos, inclusivos y eficaces para todos.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E017,Cobertura de Educación Media Superior y Superior,E017.C17,B. Infraestructura educativa consolidada. ITSUR,ITSUR,Instituto Tecnológico Superior del Sur de Guanajuato,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.a,"4.a Construir y adecuar instalaciones escolares que respondan a las necesidades de los niños y las personas discapacitadas y tengan en cuenta las cuestiones de género, y que ofrezcan entornos de aprendizaje seguros, no violentos, inclusivos y eficaces para todos.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E017,Cobertura de Educación Media Superior y Superior,E017.C19,B. Infraestructura educativa consolidada. SABES,SABES,Sistema Avanzado de Bachillerato y Educación Superior,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.a,"4.a Construir y adecuar instalaciones escolares que respondan a las necesidades de los niños y las personas discapacitadas y tengan en cuenta las cuestiones de género, y que ofrezcan entornos de aprendizaje seguros, no violentos, inclusivos y eficaces para todos.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E017,Cobertura de Educación Media Superior y Superior,E017.C25,B. Infraestructura educativa consolidada. UPB,UPB,Universidad Politécnica del Bicentenario,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.a,"4.a Construir y adecuar instalaciones escolares que respondan a las necesidades de los niños y las personas discapacitadas y tengan en cuenta las cuestiones de género, y que ofrezcan entornos de aprendizaje seguros, no violentos, inclusivos y eficaces para todos.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E017,Cobertura de Educación Media Superior y Superior,E017.C27,B. Infraestructura educativa consolidada. UPGTO,UPGTO,Universidad Politécnica de Guanajuato,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.a,"4.a Construir y adecuar instalaciones escolares que respondan a las necesidades de los niños y las personas discapacitadas y tengan en cuenta las cuestiones de género, y que ofrezcan entornos de aprendizaje seguros, no violentos, inclusivos y eficaces para todos.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E017,Cobertura de Educación Media Superior y Superior,E017.C29,B. Infraestructura educativa consolidada. UPJR,UPJR,Universidad Politécnica de Juventino Rosas,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.a,"4.a Construir y adecuar instalaciones escolares que respondan a las necesidades de los niños y las personas discapacitadas y tengan en cuenta las cuestiones de género, y que ofrezcan entornos de aprendizaje seguros, no violentos, inclusivos y eficaces para todos.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E017,Cobertura de Educación Media Superior y Superior,E017.C31,B. Infraestructura educativa consolidada. UPPE,UPPE,Universidad Politécnica de Pénjamo,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.a,"4.a Construir y adecuar instalaciones escolares que respondan a las necesidades de los niños y las personas discapacitadas y tengan en cuenta las cuestiones de género, y que ofrezcan entornos de aprendizaje seguros, no violentos, inclusivos y eficaces para todos.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E017,Cobertura de Educación Media Superior y Superior,E017.C33,B. Infraestructura educativa consolidada. UTL,UTL,Universidad Tecnológica de León,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.a,"4.a Construir y adecuar instalaciones escolares que respondan a las necesidades de los niños y las personas discapacitadas y tengan en cuenta las cuestiones de género, y que ofrezcan entornos de aprendizaje seguros, no violentos, inclusivos y eficaces para todos.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E017,Cobertura de Educación Media Superior y Superior,E017.C35,B. Infraestructura educativa consolidada. UTLB,UTLB,Universidad Tecnológica Laja Bajío,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.a,"4.a Construir y adecuar instalaciones escolares que respondan a las necesidades de los niños y las personas discapacitadas y tengan en cuenta las cuestiones de género, y que ofrezcan entornos de aprendizaje seguros, no violentos, inclusivos y eficaces para todos.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E017,Cobertura de Educación Media Superior y Superior,E017.C37,B. Infraestructura educativa consolidada. UTNG,UTNG,Universidad Tecnológica del Norte de Guanajuato,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.a,"4.a Construir y adecuar instalaciones escolares que respondan a las necesidades de los niños y las personas discapacitadas y tengan en cuenta las cuestiones de género, y que ofrezcan entornos de aprendizaje seguros, no violentos, inclusivos y eficaces para todos.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E017,Cobertura de Educación Media Superior y Superior,E017.C39,B. Infraestructura educativa consolidada. UTS,UTS,Universidad Tecnológica de Salamanca,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.a,"4.a Construir y adecuar instalaciones escolares que respondan a las necesidades de los niños y las personas discapacitadas y tengan en cuenta las cuestiones de género, y que ofrezcan entornos de aprendizaje seguros, no violentos, inclusivos y eficaces para todos.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E017,Cobertura de Educación Media Superior y Superior,E017.C41,B. Infraestructura educativa consolidada. UTSMA,UTSMA,Universidad Tecnológica de San Miguel de Allende,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.a,"4.a Construir y adecuar instalaciones escolares que respondan a las necesidades de los niños y las personas discapacitadas y tengan en cuenta las cuestiones de género, y que ofrezcan entornos de aprendizaje seguros, no violentos, inclusivos y eficaces para todos.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E017,Cobertura de Educación Media Superior y Superior,E017.C43,B. Infraestructura educativa consolidada. UTSOE,UTSOE,Universidad Tecnológica del Suroeste de Guanajuato,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.a,"4.a Construir y adecuar instalaciones escolares que respondan a las necesidades de los niños y las personas discapacitadas y tengan en cuenta las cuestiones de género, y que ofrezcan entornos de aprendizaje seguros, no violentos, inclusivos y eficaces para todos.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E017,Cobertura de Educación Media Superior y Superior,E017.C45,B. Infraestructura educativa consolidada. UVEG,UVEG,Universidad Virtual del Estado de Guanajuato,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.a,"4.a Construir y adecuar instalaciones escolares que respondan a las necesidades de los niños y las personas discapacitadas y tengan en cuenta las cuestiones de género, y que ofrezcan entornos de aprendizaje seguros, no violentos, inclusivos y eficaces para todos.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,P005,Gestión de centros escolares de Educación Media Superior y Superior,P005.C01,"B. Programas, procesos y/o planteles de instituciones de educación media superior, certificados. (CECYTEG)",CECYTEG,Colegio de Estudios Científicos y Tecnológicos del Estado de Guanajuato,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.3,"4.3 Asegurar el acceso en condiciones de igualdad para todos los hombres y las mujeres a formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,P005,Gestión de centros escolares de Educación Media Superior y Superior,P005.C07,"B. Programas, procesos y/o planteles de instituciones de educación media superior, certificados. (EPRR)",EPRR,Escuela Preparatoria Regional del Rincón,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.3,"4.3 Asegurar el acceso en condiciones de igualdad para todos los hombres y las mujeres a formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,P005,Gestión de centros escolares de Educación Media Superior y Superior,P005.C04,"B. Programas, procesos y/o planteles de instituciones de educación media superior, certificados. CONALEP",CONALEP,Colegio de Educación Profesional Técnica del Estado de Guanajuato,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.3,"4.3 Asegurar el acceso en condiciones de igualdad para todos los hombres y las mujeres a formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,P005,Gestión de centros escolares de Educación Media Superior y Superior,P005.C26,"B. Programas, procesos y/o planteles de instituciones de educación media superior, certificados. SABES",SABES,Sistema Avanzado de Bachillerato y Educación Superior,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.3,"4.3 Asegurar el acceso en condiciones de igualdad para todos los hombres y las mujeres a formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,P005,Gestión de centros escolares de Educación Media Superior y Superior,P005.C62,"B. Programas, procesos y/o planteles de instituciones de educación media superior, certificados. UVEG",UVEG,Universidad Virtual del Estado de Guanajuato,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.3,"4.3 Asegurar el acceso en condiciones de igualdad para todos los hombres y las mujeres a formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,P005,Gestión de centros escolares de Educación Media Superior y Superior,P005.C10,"B. Programas, procesos y/o planteles de instituciones de educación superior, certificados (ITESA)",ITESA,Instituto Tecnológico Superior de Abasolo,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.3,"4.3 Asegurar el acceso en condiciones de igualdad para todos los hombres y las mujeres a formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,P005,Gestión de centros escolares de Educación Media Superior y Superior,P005.C20,"B. Programas, procesos y/o planteles de instituciones de educación superior, certificados (ITESP)",ITSPR,Instituto Tecnológico Superior de Purísima del Rincón,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.3,"4.3 Asegurar el acceso en condiciones de igualdad para todos los hombres y las mujeres a formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,P005,Gestión de centros escolares de Educación Media Superior y Superior,P005.C11,"B. Programas, procesos y/o planteles de instituciones de educación superior, certificados. ITESG",ITESG,Instituto Tecnológico Superior de Guanajuato,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.3,"4.3 Asegurar el acceso en condiciones de igualdad para todos los hombres y las mujeres a formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,P005,Gestión de centros escolares de Educación Media Superior y Superior,P005.C14,"B. Programas, procesos y/o planteles de instituciones de educación superior, certificados. ITESI",ITESI,Instituto Tecnológico Superior de Irapuato,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.3,"4.3 Asegurar el acceso en condiciones de igualdad para todos los hombres y las mujeres a formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,P005,Gestión de centros escolares de Educación Media Superior y Superior,P005.C17,"B. Programas, procesos y/o planteles de instituciones de educación superior, certificados. ITESS",ITESS,Instituto Tecnológico Superior de Salvatierra,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.3,"4.3 Asegurar el acceso en condiciones de igualdad para todos los hombres y las mujeres a formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,P005,Gestión de centros escolares de Educación Media Superior y Superior,P005.C23,"B. Programas, procesos y/o planteles de instituciones de educación superior, certificados. ITSUR",ITSUR,Instituto Tecnológico Superior del Sur de Guanajuato,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.3,"4.3 Asegurar el acceso en condiciones de igualdad para todos los hombres y las mujeres a formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,P005,Gestión de centros escolares de Educación Media Superior y Superior,P005.C67,"B. Programas, procesos y/o planteles de instituciones de educación superior, certificados. SABES",SABES,Sistema Avanzado de Bachillerato y Educación Superior,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.3,"4.3 Asegurar el acceso en condiciones de igualdad para todos los hombres y las mujeres a formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,P005,Gestión de centros escolares de Educación Media Superior y Superior,P005.C34,"B. Programas, procesos y/o planteles de instituciones de educación superior, certificados. UPB",UPB,Universidad Politécnica del Bicentenario,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.3,"4.3 Asegurar el acceso en condiciones de igualdad para todos los hombres y las mujeres a formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,P005,Gestión de centros escolares de Educación Media Superior y Superior,P005.C37,"B. Programas, procesos y/o planteles de instituciones de educación superior, certificados. UPGTO",UPGTO,Universidad Politécnica de Guanajuato,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.3,"4.3 Asegurar el acceso en condiciones de igualdad para todos los hombres y las mujeres a formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,P005,Gestión de centros escolares de Educación Media Superior y Superior,P005.C40,"B. Programas, procesos y/o planteles de instituciones de educación superior, certificados. UPJR",UPJR,Universidad Politécnica de Juventino Rosas,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.3,"4.3 Asegurar el acceso en condiciones de igualdad para todos los hombres y las mujeres a formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,P005,Gestión de centros escolares de Educación Media Superior y Superior,P005.C43,"B. Programas, procesos y/o planteles de instituciones de educación superior, certificados. UPPE",UPPE,Universidad Politécnica de Pénjamo,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.3,"4.3 Asegurar el acceso en condiciones de igualdad para todos los hombres y las mujeres a formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,P005,Gestión de centros escolares de Educación Media Superior y Superior,P005.C46,"B. Programas, procesos y/o planteles de instituciones de educación superior, certificados. UTL",UTL,Universidad Tecnológica de León,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.3,"4.3 Asegurar el acceso en condiciones de igualdad para todos los hombres y las mujeres a formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,P005,Gestión de centros escolares de Educación Media Superior y Superior,P005.C65,"B. Programas, procesos y/o planteles de instituciones de educación superior, certificados. UTLB",UTLB,Universidad Tecnológica Laja Bajío,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.3,"4.3 Asegurar el acceso en condiciones de igualdad para todos los hombres y las mujeres a formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,P005,Gestión de centros escolares de Educación Media Superior y Superior,P005.C50,"B. Programas, procesos y/o planteles de instituciones de educación superior, certificados. UTNG",UTNG,Universidad Tecnológica del Norte de Guanajuato,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.3,"4.3 Asegurar el acceso en condiciones de igualdad para todos los hombres y las mujeres a formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,P005,Gestión de centros escolares de Educación Media Superior y Superior,P005.C53,"B. Programas, procesos y/o planteles de instituciones de educación superior, certificados. UTS",UTS,Universidad Tecnológica de Salamanca,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.3,"4.3 Asegurar el acceso en condiciones de igualdad para todos los hombres y las mujeres a formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,P005,Gestión de centros escolares de Educación Media Superior y Superior,P005.C56,"B. Programas, procesos y/o planteles de instituciones de educación superior, certificados. UTSMA",UTSMA,Universidad Tecnológica de San Miguel de Allende,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.3,"4.3 Asegurar el acceso en condiciones de igualdad para todos los hombres y las mujeres a formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,P005,Gestión de centros escolares de Educación Media Superior y Superior,P005.C59,"B. Programas, procesos y/o planteles de instituciones de educación superior, certificados. UTSOE",UTSOE,Universidad Tecnológica del Suroeste de Guanajuato,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.3,"4.3 Asegurar el acceso en condiciones de igualdad para todos los hombres y las mujeres a formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria.",1,Educación,1.1,Educación,1.1.1,Educación
4,Economía para todos,S018,Capital Humano,S018.C02,"Becas y apoyos para capacitación (habilidades, destrezas y conocimientos) otorgados.",SDES,Secretaría de Desarrollo Económico Sustentable,08,"Objetivo 8: Promover el crecimiento económico sostenido, inclusivo y sostenible, el empleo pleno y productivo y el trabajo decente para todos",8.3,"8.3 Promover políticas orientadas al desarrollo que apoyen las actividades productivas, la creación de empleos decentes, el emprendimiento, la creatividad y la innovación y alentar la formalización y el crecimiento de las microempresas y las pequeñas y medianas empresas, entre otras cosas mediante el acceso a servicios financieros.",2,Economía,2.2,Crecimiento económico,2.2.1,Trabajo y Economía
2,Desarrollo Humano y Social,E054,Rehabilitación de niños y adolescentes en conflicto,E054.C01,Brindar asistencia social a niñas y niños en conflicto con la ley penal,DIF,Sistema Estatal para el Desarrollo Integral de la Familia,16,"Objetivo 16: Promover sociedades, justas, pacíficas e inclusivas",16.2,"16.2 Poner fin al maltrato, la explotación, la trata y todas las formas de violencia y tortura contra los niños.",3,Desarrollo social,3.1,Sociedades justas,3.1.1,"Paz, justicia e instituciones"
3,Educación de Calidad,E057,"Trayectoria en Nivel Básico, Media Superior y Superior",E057.C23,C. Apoyos compensatorios a escuelas de localidades marginadas otorgados (SEG),SEG,Secretaría de Educación,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.1,"4.1 Asegurar que todas las niñas y todos los niños terminen la enseñanza primaria y secundaria, que ha de ser gratuita, equitativa y de calidad y producir resultados de aprendizaje pertinentes y efectivos.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E057,"Trayectoria en Nivel Básico, Media Superior y Superior",E057.C01,C. Becas y apoyos otorgados a estudiantes de educación media superior y superior CECYTEG,CECYTEG,Colegio de Estudios Científicos y Tecnológicos del Estado de Guanajuato,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.b,"4.b Para 2020, aumentar a nivel mundial el número de becas disponibles para países en desarrollo.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E057,"Trayectoria en Nivel Básico, Media Superior y Superior",E057.C03,C. Becas y apoyos otorgados a estudiantes de educación media superior y superior CONALEP,CONALEP,Colegio de Educación Profesional Técnica del Estado de Guanajuato,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.b,"4.b Para 2020, aumentar a nivel mundial el número de becas disponibles para países en desarrollo.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E057,"Trayectoria en Nivel Básico, Media Superior y Superior",E057.C06,C. Becas y apoyos otorgados a estudiantes de educación media superior y superior EPRR,EPRR,Escuela Preparatoria Regional del Rincón,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.b,"4.b Para 2020, aumentar a nivel mundial el número de becas disponibles para países en desarrollo.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E057,"Trayectoria en Nivel Básico, Media Superior y Superior",E057.C08,C. Becas y apoyos otorgados a estudiantes de educación media superior y superior ITESA,ITESA,Instituto Tecnológico Superior de Abasolo,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.b,"4.b Para 2020, aumentar a nivel mundial el número de becas disponibles para países en desarrollo.",1,Educación,1.1,Educación,1.1.1,Educación
