id_dimension_ped,descripcion_dimension_ped,id_linea_estrategica_ped,descripcion_linea_estrategica_ped,id_objetivo_ped,descripcion_objetivo_ped,id_estrategia_ped,descripcion_estrategia_ped,id_ods,descripcion_ods,id_metas_ods,descripción_metas_ods
PED.D01,Humana y Social,PED.01.03,Grupos de Atención Prioritaria,PED.01.03.01,Asegurar las condiciones para el desarrollo pleno e igualitario de los grupos prioritarios del estado.,PED.01.03.01.05,"Fortalecimiento de los apoyos a los pueblos y las comunidades indígenas, para que logren consolidar la autogestión y la autodeterminación de sus comunida­ des con respeto a los derechos humanos.",ODS.10,Objetivo 10: Reducir la desigualdad en y entre los países,MM.10.02,"10.2 Potenciar y promover la inclusión social, económica y política de todos, independientemente de su edad, sexo, discapacidad, raza, etnia, origen, religión o situación económica u otra condición."
PED.D01,Humana y Social,PED.01.03,Grupos de Atención Prioritaria,PED.01.03.01,Asegurar las condiciones para el desarrollo pleno e igualitario de los grupos prioritarios del estado.,PED.01.03.01.06,"Fomento de la inclusión y la participación de las personas migrantes y sus fami­ lias en el desarrollo político, social, económico y cultural de Guanajuato.",ODS.10,Objetivo 10: Reducir la desigualdad en y entre los países,MM.10.02,"10.2 Potenciar y promover la inclusión social, económica y política de todos, independientemente de su edad, sexo, discapacidad, raza, etnia, origen, religión o situación económica u otra condición."
PED.D01,Humana y Social,PED.01.02,Educación para la Vida,PED.01.02.01,"Lograr una cobertura universal en la educación obligatoria, mediante un modelo educativo de calidad con diversidad, equidad e igualdad de género que cuente con personal docente capacitado y profesionalizado",PED.01.02.01.01,Reducción del rezago educativo en la educación obligatoria.,ODS.04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",MM.04.05,"4.5 Eliminar las disparidades de género en la educación y garantizar el acceso igualitario de las personas vulnerables, incluidas las personas con discapacidad, los pueblos indígenas y los niños en situaciones de vulnerabilidad, a todos los niveles de la enseñanza y la formación profesional."
PED.D01,Humana y Social,PED.01.02,Educación para la Vida,PED.01.02.01,"Lograr una cobertura universal en la educación obligatoria, mediante un modelo educativo de calidad con diversidad, equidad e igualdad de género que cuente con personal docente capacitado y profesionalizado",PED.01.02.01.02,Incremento de la cobertura con calidad de la educación media superior.,ODS.04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",MM.04.05,"4.5 Eliminar las disparidades de género en la educación y garantizar el acceso igualitario de las personas vulnerables, incluidas las personas con discapacidad, los pueblos indígenas y los niños en situaciones de vulnerabilidad, a todos los niveles de la enseñanza y la formación profesional."
PED.D01,Humana y Social,PED.01.02,Educación para la Vida,PED.01.02.01,"Lograr una cobertura universal en la educación obligatoria, mediante un modelo educativo de calidad con diversidad, equidad e igualdad de género que cuente con personal docente capacitado y profesionalizado",PED.01.02.01.03,"Implementación de un modelo educativo de vanguardia, que asegure el pleno desarrollo de las capacidades y las habilidades de la población estudiantil para llevar a cabo su proyecto de vida.",ODS.04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",MM.04.05,"4.5 Eliminar las disparidades de género en la educación y garantizar el acceso igualitario de las personas vulnerables, incluidas las personas con discapacidad, los pueblos indígenas y los niños en situaciones de vulnerabilidad, a todos los niveles de la enseñanza y la formación profesional."
PED.D01,Humana y Social,PED.01.02,Educación para la Vida,PED.01.02.01,"Lograr una cobertura universal en la educación obligatoria, mediante un modelo educativo de calidad con diversidad, equidad e igualdad de género que cuente con personal docente capacitado y profesionalizado",PED.01.02.01.04,Fortalecimiento de las capacidades del personal docente mediante actualiza­ ciones que les permitan generar un ambiente adecuado para el aprendizaje sig­ nificativo en la población escolar.,ODS.04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",MM.04.05,"4.5 Eliminar las disparidades de género en la educación y garantizar el acceso igualitario de las personas vulnerables, incluidas las personas con discapacidad, los pueblos indígenas y los niños en situaciones de vulnerabilidad, a todos los niveles de la enseñanza y la formación profesional."
PED.D01,Humana y Social,PED.01.02,Educación para la Vida,PED.01.02.01,"Lograr una cobertura universal en la educación obligatoria, mediante un modelo educativo de calidad con diversidad, equidad e igualdad de género que cuente con personal docente capacitado y profesionalizado",PED.01.02.01.05,Fomento del involucramiento de los padres y madres de familia y de la sociedad en la tarea educativa.,ODS.04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",MM.04.05,"4.5 Eliminar las disparidades de género en la educación y garantizar el acceso igualitario de las personas vulnerables, incluidas las personas con discapacidad, los pueblos indígenas y los niños en situaciones de vulnerabilidad, a todos los niveles de la enseñanza y la formación profesional."
PED.D01,Humana y Social,PED.01.03,Grupos de Atención Prioritaria,PED.01.03.01,Asegurar las condiciones para el desarrollo pleno e igualitario de los grupos prioritarios del estado.,PED.01.03.01.01,"Garantía de los derechos de las niñas, niños y adolescentes.",ODS.04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",MM.04.05,"4.5 Eliminar las disparidades de género en la educación y garantizar el acceso igualitario de las personas vulnerables, incluidas las personas con discapacidad, los pueblos indígenas y los niños en situaciones de vulnerabilidad, a todos los niveles de la enseñanza y la formación profesional."
PED.D01,Humana y Social,PED.01.03,Grupos de Atención Prioritaria,PED.01.03.01,Asegurar las condiciones para el desarrollo pleno e igualitario de los grupos prioritarios del estado.,PED.01.03.01.02,Apoyo para que las personas jóvenes potencien sus habilidades y capacidades para el logro de sus proyectos de vida en condiciones de igualdad.,ODS.04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",MM.04.05,"4.5 Eliminar las disparidades de género en la educación y garantizar el acceso igualitario de las personas vulnerables, incluidas las personas con discapacidad, los pueblos indígenas y los niños en situaciones de vulnerabilidad, a todos los niveles de la enseñanza y la formación profesional."
PED.D01,Humana y Social,PED.01.03,Grupos de Atención Prioritaria,PED.01.03.01,Asegurar las condiciones para el desarrollo pleno e igualitario de los grupos prioritarios del estado.,PED.01.03.01.03,Incremento en las acciones de inclusión que permitan a las personas adultas mayores participar activamente en el desarrollo de Guanajuato con un enfoque de género.,ODS.04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",MM.04.05,"4.5 Eliminar las disparidades de género en la educación y garantizar el acceso igualitario de las personas vulnerables, incluidas las personas con discapacidad, los pueblos indígenas y los niños en situaciones de vulnerabilidad, a todos los niveles de la enseñanza y la formación profesional."
PED.D01,Humana y Social,PED.01.03,Grupos de Atención Prioritaria,PED.01.03.01,Asegurar las condiciones para el desarrollo pleno e igualitario de los grupos prioritarios del estado.,PED.01.03.01.04,Fortalecimiento de las acciones de inclusión que aseguren que las personas con discapacidad se integren plenamente al desarrollo.,ODS.04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",MM.04.05,"4.5 Eliminar las disparidades de género en la educación y garantizar el acceso igualitario de las personas vulnerables, incluidas las personas con discapacidad, los pueblos indígenas y los niños en situaciones de vulnerabilidad, a todos los niveles de la enseñanza y la formación profesional."
PED.D01,Humana y Social,PED.01.03,Grupos de Atención Prioritaria,PED.01.03.01,Asegurar las condiciones para el desarrollo pleno e igualitario de los grupos prioritarios del estado.,PED.01.03.01.05,"Fortalecimiento de los apoyos a los pueblos y las comunidades indígenas, para que logren consolidar la autogestión y la autodeterminación de sus comunida­ des con respeto a los derechos humanos.",ODS.04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",MM.04.05,"4.5 Eliminar las disparidades de género en la educación y garantizar el acceso igualitario de las personas vulnerables, incluidas las personas con discapacidad, los pueblos indígenas y los niños en situaciones de vulnerabilidad, a todos los niveles de la enseñanza y la formación profesional."
PED.D01,Humana y Social,PED.01.03,Grupos de Atención Prioritaria,PED.01.03.01,Asegurar las condiciones para el desarrollo pleno e igualitario de los grupos prioritarios del estado.,PED.01.03.01.06,"Fomento de la inclusión y la participación de las personas migrantes y sus fami­ lias en el desarrollo político, social, económico y cultural de Guanajuato.",ODS.04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",MM.04.05,"4.5 Eliminar las disparidades de género en la educación y garantizar el acceso igualitario de las personas vulnerables, incluidas las personas con discapacidad, los pueblos indígenas y los niños en situaciones de vulnerabilidad, a todos los niveles de la enseñanza y la formación profesional."
PED.D01,Humana y Social,PED.01.01,Bienestar Social,PED.01.01.01,Abatir la pobreza en todas sus vertientes y desde sus causas.,PED.01.01.01.01,"Incremento de las opciones de empleo y el ingreso digno, en condiciones de igualdad.",ODS.03,Objetivo 3: Garantizar una vida sana y promover el bienestar para todos en todas las edades,MM.03.08,"3.8 Lograr la cobertura sanitaria universal, incluida la protección contra los riesgos financieros, el acceso a servicios básicos de salud de calidad y el acceso a medicamentos y vacunas inocuos, eficaces, asequibles y de calidad para todos."
PED.D01,Humana y Social,PED.01.01,Bienestar Social,PED.01.01.01,Abatir la pobreza en todas sus vertientes y desde sus causas.,PED.01.01.01.02,"Mejora de la alimentación y nutrición de la población guanajuatense, particular­ mente de las personas en condición de vulnerabilidad.",ODS.03,Objetivo 3: Garantizar una vida sana y promover el bienestar para todos en todas las edades,MM.03.08,"3.8 Lograr la cobertura sanitaria universal, incluida la protección contra los riesgos financieros, el acceso a servicios básicos de salud de calidad y el acceso a medicamentos y vacunas inocuos, eficaces, asequibles y de calidad para todos."
PED.D01,Humana y Social,PED.01.01,Bienestar Social,PED.01.01.01,Abatir la pobreza en todas sus vertientes y desde sus causas.,PED.01.01.01.03,Cobertura universal de los servicios básicos.,ODS.03,Objetivo 3: Garantizar una vida sana y promover el bienestar para todos en todas las edades,MM.03.08,"3.8 Lograr la cobertura sanitaria universal, incluida la protección contra los riesgos financieros, el acceso a servicios básicos de salud de calidad y el acceso a medicamentos y vacunas inocuos, eficaces, asequibles y de calidad para todos."
PED.D01,Humana y Social,PED.01.01,Bienestar Social,PED.01.01.01,Abatir la pobreza en todas sus vertientes y desde sus causas.,PED.01.01.01.04,Impulso a la familia como la institución que promueve valores y principios para generar personas responsables.,ODS.03,Objetivo 3: Garantizar una vida sana y promover el bienestar para todos en todas las edades,MM.03.08,"3.8 Lograr la cobertura sanitaria universal, incluida la protección contra los riesgos financieros, el acceso a servicios básicos de salud de calidad y el acceso a medicamentos y vacunas inocuos, eficaces, asequibles y de calidad para todos."
PED.D01,Humana y Social,PED.01.01,Bienestar Social,PED.01.01.01,Abatir la pobreza en todas sus vertientes y desde sus causas.,PED.01.01.01.05,Incremento de los niveles de cohesión social de las comunidades.,ODS.03,Objetivo 3: Garantizar una vida sana y promover el bienestar para todos en todas las edades,MM.03.08,"3.8 Lograr la cobertura sanitaria universal, incluida la protección contra los riesgos financieros, el acceso a servicios básicos de salud de calidad y el acceso a medicamentos y vacunas inocuos, eficaces, asequibles y de calidad para todos."
PED.D01,Humana y Social,PED.01.01,Bienestar Social,PED.01.01.01,Abatir la pobreza en todas sus vertientes y desde sus causas.,PED.01.01.01.06,Promoción de la innovación social con la participación de las y los ciudadanos.,ODS.03,Objetivo 3: Garantizar una vida sana y promover el bienestar para todos en todas las edades,MM.03.08,"3.8 Lograr la cobertura sanitaria universal, incluida la protección contra los riesgos financieros, el acceso a servicios básicos de salud de calidad y el acceso a medicamentos y vacunas inocuos, eficaces, asequibles y de calidad para todos."
PED.D01,Humana y Social,PED.01.01,Bienestar Social,PED.01.01.01,Abatir la pobreza en todas sus vertientes y desde sus causas.,PED.01.01.01.01,"Incremento de las opciones de empleo y el ingreso digno, en condiciones de igualdad.",ODS.01,Objetivo 1. Poner fin a la pobreza en todas sus formas en todo el mundo,MM.01.04,"1.4 Garantizar que todos los hombres y mujeres, en particular los pobres y los vulnerables, tengan los mismos dere­chos a los recursos económicos, así como acceso a los servicios básicos, la propiedad y el control de la tierra y otros bienes, la herencia, los recursos naturales, las nuevas tecnologías apropiadas y los servicios financieros, incluida la microfinanciación."
PED.D01,Humana y Social,PED.01.01,Bienestar Social,PED.01.01.01,Abatir la pobreza en todas sus vertientes y desde sus causas.,PED.01.01.01.02,"Mejora de la alimentación y nutrición de la población guanajuatense, particular­ mente de las personas en condición de vulnerabilidad.",ODS.01,Objetivo 1. Poner fin a la pobreza en todas sus formas en todo el mundo,MM.01.04,"1.4 Garantizar que todos los hombres y mujeres, en particular los pobres y los vulnerables, tengan los mismos dere­chos a los recursos económicos, así como acceso a los servicios básicos, la propiedad y el control de la tierra y otros bienes, la herencia, los recursos naturales, las nuevas tecnologías apropiadas y los servicios financieros, incluida la microfinanciación."
PED.D01,Humana y Social,PED.01.01,Bienestar Social,PED.01.01.01,Abatir la pobreza en todas sus vertientes y desde sus causas.,PED.01.01.01.03,Cobertura universal de los servicios básicos.,ODS.01,Objetivo 1. Poner fin a la pobreza en todas sus formas en todo el mundo,MM.01.04,"1.4 Garantizar que todos los hombres y mujeres, en particular los pobres y los vulnerables, tengan los mismos dere­chos a los recursos económicos, así como acceso a los servicios básicos, la propiedad y el control de la tierra y otros bienes, la herencia, los recursos naturales, las nuevas tecnologías apropiadas y los servicios financieros, incluida la microfinanciación."
PED.D01,Humana y Social,PED.01.01,Bienestar Social,PED.01.01.01,Abatir la pobreza en todas sus vertientes y desde sus causas.,PED.01.01.01.04,Impulso a la familia como la institución que promueve valores y principios para generar personas responsables.,ODS.01,Objetivo 1. Poner fin a la pobreza en todas sus formas en todo el mundo,MM.01.04,"1.4 Garantizar que todos los hombres y mujeres, en particular los pobres y los vulnerables, tengan los mismos dere­chos a los recursos económicos, así como acceso a los servicios básicos, la propiedad y el control de la tierra y otros bienes, la herencia, los recursos naturales, las nuevas tecnologías apropiadas y los servicios financieros, incluida la microfinanciación."
PED.D01,Humana y Social,PED.01.01,Bienestar Social,PED.01.01.01,Abatir la pobreza en todas sus vertientes y desde sus causas.,PED.01.01.01.05,Incremento de los niveles de cohesión social de las comunidades.,ODS.01,Objetivo 1. Poner fin a la pobreza en todas sus formas en todo el mundo,MM.01.04,"1.4 Garantizar que todos los hombres y mujeres, en particular los pobres y los vulnerables, tengan los mismos dere­chos a los recursos económicos, así como acceso a los servicios básicos, la propiedad y el control de la tierra y otros bienes, la herencia, los recursos naturales, las nuevas tecnologías apropiadas y los servicios financieros, incluida la microfinanciación."
PED.D01,Humana y Social,PED.01.01,Bienestar Social,PED.01.01.01,Abatir la pobreza en todas sus vertientes y desde sus causas.,PED.01.01.01.06,Promoción de la innovación social con la participación de las y los ciudadanos.,ODS.01,Objetivo 1. Poner fin a la pobreza en todas sus formas en todo el mundo,MM.01.04,"1.4 Garantizar que todos los hombres y mujeres, en particular los pobres y los vulnerables, tengan los mismos dere­chos a los recursos económicos, así como acceso a los servicios básicos, la propiedad y el control de la tierra y otros bienes, la herencia, los recursos naturales, las nuevas tecnologías apropiadas y los servicios financieros, incluida la microfinanciación."
PED.D01,Humana y Social,PED.01.01,Bienestar Social,PED.01.01.01,Abatir la pobreza en todas sus vertientes y desde sus causas.,PED.01.01.01.01,"Incremento de las opciones de empleo y el ingreso digno, en condiciones de igualdad.",ODS.10,Objetivo 10: Reducir la desigualdad en y entre los países,MM.10.03,"10.3 Garantizar la igualdad de oportunidades y reducir la desigualdad de resultados, incluso eliminando las leyes, políticas y prácticas discriminatorias y promoviendo legislaciones, políticas y medidas adecuadas a ese respecto."
PED.D01,Humana y Social,PED.01.01,Bienestar Social,PED.01.01.01,Abatir la pobreza en todas sus vertientes y desde sus causas.,PED.01.01.01.02,"Mejora de la alimentación y nutrición de la población guanajuatense, particular­ mente de las personas en condición de vulnerabilidad.",ODS.10,Objetivo 10: Reducir la desigualdad en y entre los países,MM.10.03,"10.3 Garantizar la igualdad de oportunidades y reducir la desigualdad de resultados, incluso eliminando las leyes, políticas y prácticas discriminatorias y promoviendo legislaciones, políticas y medidas adecuadas a ese respecto."
PED.D01,Humana y Social,PED.01.01,Bienestar Social,PED.01.01.01,Abatir la pobreza en todas sus vertientes y desde sus causas.,PED.01.01.01.03,Cobertura universal de los servicios básicos.,ODS.10,Objetivo 10: Reducir la desigualdad en y entre los países,MM.10.03,"10.3 Garantizar la igualdad de oportunidades y reducir la desigualdad de resultados, incluso eliminando las leyes, políticas y prácticas discriminatorias y promoviendo legislaciones, políticas y medidas adecuadas a ese respecto."
PED.D01,Humana y Social,PED.01.01,Bienestar Social,PED.01.01.01,Abatir la pobreza en todas sus vertientes y desde sus causas.,PED.01.01.01.04,Impulso a la familia como la institución que promueve valores y principios para generar personas responsables.,ODS.10,Objetivo 10: Reducir la desigualdad en y entre los países,MM.10.03,"10.3 Garantizar la igualdad de oportunidades y reducir la desigualdad de resultados, incluso eliminando las leyes, políticas y prácticas discriminatorias y promoviendo legislaciones, políticas y medidas adecuadas a ese respecto."
PED.D01,Humana y Social,PED.01.01,Bienestar Social,PED.01.01.01,Abatir la pobreza en todas sus vertientes y desde sus causas.,PED.01.01.01.05,Incremento de los niveles de cohesión social de las comunidades.,ODS.10,Objetivo 10: Reducir la desigualdad en y entre los países,MM.10.03,"10.3 Garantizar la igualdad de oportunidades y reducir la desigualdad de resultados, incluso eliminando las leyes, políticas y prácticas discriminatorias y promoviendo legislaciones, políticas y medidas adecuadas a ese respecto."
PED.D01,Humana y Social,PED.01.01,Bienestar Social,PED.01.01.01,Abatir la pobreza en todas sus vertientes y desde sus causas.,PED.01.01.01.06,Promoción de la innovación social con la participación de las y los ciudadanos.,ODS.10,Objetivo 10: Reducir la desigualdad en y entre los países,MM.10.03,"10.3 Garantizar la igualdad de oportunidades y reducir la desigualdad de resultados, incluso eliminando las leyes, políticas y prácticas discriminatorias y promoviendo legislaciones, políticas y medidas adecuadas a ese respecto."
PED.D01,Humana y Social,PED.01.01,Bienestar Social,PED.01.01.01,Abatir la pobreza en todas sus vertientes y desde sus causas.,PED.01.01.01.01,"Incremento de las opciones de empleo y el ingreso digno, en condiciones de igualdad.",ODS.04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",MM.04.03,"4.3 Asegurar el acceso en condiciones de igualdad para todos los hombres y las mujeres a formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria."
PED.D01,Humana y Social,PED.01.01,Bienestar Social,PED.01.01.01,Abatir la pobreza en todas sus vertientes y desde sus causas.,PED.01.01.01.02,"Mejora de la alimentación y nutrición de la población guanajuatense, particular­ mente de las personas en condición de vulnerabilidad.",ODS.04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",MM.04.03,"4.3 Asegurar el acceso en condiciones de igualdad para todos los hombres y las mujeres a formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria."
PED.D01,Humana y Social,PED.01.01,Bienestar Social,PED.01.01.01,Abatir la pobreza en todas sus vertientes y desde sus causas.,PED.01.01.01.03,Cobertura universal de los servicios básicos.,ODS.04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",MM.04.03,"4.3 Asegurar el acceso en condiciones de igualdad para todos los hombres y las mujeres a formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria."
PED.D01,Humana y Social,PED.01.01,Bienestar Social,PED.01.01.01,Abatir la pobreza en todas sus vertientes y desde sus causas.,PED.01.01.01.04,Impulso a la familia como la institución que promueve valores y principios para generar personas responsables.,ODS.04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",MM.04.03,"4.3 Asegurar el acceso en condiciones de igualdad para todos los hombres y las mujeres a formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria."
PED.D01,Humana y Social,PED.01.01,Bienestar Social,PED.01.01.01,Abatir la pobreza en todas sus vertientes y desde sus causas.,PED.01.01.01.05,Incremento de los niveles de cohesión social de las comunidades.,ODS.04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",MM.04.03,"4.3 Asegurar el acceso en condiciones de igualdad para todos los hombres y las mujeres a formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria."
PED.D01,Humana y Social,PED.01.01,Bienestar Social,PED.01.01.01,Abatir la pobreza en todas sus vertientes y desde sus causas.,PED.01.01.01.06,Promoción de la innovación social con la participación de las y los ciudadanos.,ODS.04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",MM.04.03,"4.3 Asegurar el acceso en condiciones de igualdad para todos los hombres y las mujeres a formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria."
PED.D01,Humana y Social,PED.01.01,Bienestar Social,PED.01.01.01,Abatir la pobreza en todas sus vertientes y desde sus causas.,PED.01.01.01.01,"Incremento de las opciones de empleo y el ingreso digno, en condiciones de igualdad.",ODS.17,Objetivo 17: Revitalizar la Alianza Mundial para el Desarrollo Sostenible,MM.17.17,"17.17 Fomentar y promover la constitución de alianzas eficaces en las esferas pública, público-privada y de la sociedad civil, aprovechando la experiencia y las estrategias de obtención de recursos de las alianzas."
PED.D01,Humana y Social,PED.01.01,Bienestar Social,PED.01.01.01,Abatir la pobreza en todas sus vertientes y desde sus causas.,PED.01.01.01.02,"Mejora de la alimentación y nutrición de la población guanajuatense, particular­ mente de las personas en condición de vulnerabilidad.",ODS.17,Objetivo 17: Revitalizar la Alianza Mundial para el Desarrollo Sostenible,MM.17.17,"17.17 Fomentar y promover la constitución de alianzas eficaces en las esferas pública, público-privada y de la sociedad civil, aprovechando la experiencia y las estrategias de obtención de recursos de las alianzas."
PED.D01,Humana y Social,PED.01.01,Bienestar Social,PED.01.01.01,Abatir la pobreza en todas sus vertientes y desde sus causas.,PED.01.01.01.03,Cobertura universal de los servicios básicos.,ODS.17,Objetivo 17: Revitalizar la Alianza Mundial para el Desarrollo Sostenible,MM.17.17,"17.17 Fomentar y promover la constitución de alianzas eficaces en las esferas pública, público-privada y de la sociedad civil, aprovechando la experiencia y las estrategias de obtención de recursos de las alianzas."
PED.D01,Humana y Social,PED.01.01,Bienestar Social,PED.01.01.01,Abatir la pobreza en todas sus vertientes y desde sus causas.,PED.01.01.01.04,Impulso a la familia como la institución que promueve valores y principios para generar personas responsables.,ODS.17,Objetivo 17: Revitalizar la Alianza Mundial para el Desarrollo Sostenible,MM.17.17,"17.17 Fomentar y promover la constitución de alianzas eficaces en las esferas pública, público-privada y de la sociedad civil, aprovechando la experiencia y las estrategias de obtención de recursos de las alianzas."
PED.D01,Humana y Social,PED.01.01,Bienestar Social,PED.01.01.01,Abatir la pobreza en todas sus vertientes y desde sus causas.,PED.01.01.01.05,Incremento de los niveles de cohesión social de las comunidades.,ODS.17,Objetivo 17: Revitalizar la Alianza Mundial para el Desarrollo Sostenible,MM.17.17,"17.17 Fomentar y promover la constitución de alianzas eficaces en las esferas pública, público-privada y de la sociedad civil, aprovechando la experiencia y las estrategias de obtención de recursos de las alianzas."
PED.D01,Humana y Social,PED.01.01,Bienestar Social,PED.01.01.01,Abatir la pobreza en todas sus vertientes y desde sus causas.,PED.01.01.01.06,Promoción de la innovación social con la participación de las y los ciudadanos.,ODS.17,Objetivo 17: Revitalizar la Alianza Mundial para el Desarrollo Sostenible,MM.17.17,"17.17 Fomentar y promover la constitución de alianzas eficaces en las esferas pública, público-privada y de la sociedad civil, aprovechando la experiencia y las estrategias de obtención de recursos de las alianzas."
PED.D01,Humana y Social,PED.01.01,Bienestar Social,PED.01.01.01,Abatir la pobreza en todas sus vertientes y desde sus causas.,PED.01.01.01.01,"Incremento de las opciones de empleo y el ingreso digno, en condiciones de igualdad.",ODS.10,Objetivo 10: Reducir la desigualdad en y entre los países,MM.10.0B,"10.b Alentar la asistencia oficial para el desarrollo y las corrientes financieras, incluida la inversión extranjera directa, para los Estados con mayores necesidades, en consonancia con sus planes y programas nacionales."
PED.D01,Humana y Social,PED.01.01,Bienestar Social,PED.01.01.01,Abatir la pobreza en todas sus vertientes y desde sus causas.,PED.01.01.01.02,"Mejora de la alimentación y nutrición de la población guanajuatense, particular­ mente de las personas en condición de vulnerabilidad.",ODS.10,Objetivo 10: Reducir la desigualdad en y entre los países,MM.10.0B,"10.b Alentar la asistencia oficial para el desarrollo y las corrientes financieras, incluida la inversión extranjera directa, para los Estados con mayores necesidades, en consonancia con sus planes y programas nacionales."
PED.D01,Humana y Social,PED.01.01,Bienestar Social,PED.01.01.01,Abatir la pobreza en todas sus vertientes y desde sus causas.,PED.01.01.01.03,Cobertura universal de los servicios básicos.,ODS.10,Objetivo 10: Reducir la desigualdad en y entre los países,MM.10.0B,"10.b Alentar la asistencia oficial para el desarrollo y las corrientes financieras, incluida la inversión extranjera directa, para los Estados con mayores necesidades, en consonancia con sus planes y programas nacionales."
PED.D01,Humana y Social,PED.01.01,Bienestar Social,PED.01.01.01,Abatir la pobreza en todas sus vertientes y desde sus causas.,PED.01.01.01.04,Impulso a la familia como la institución que promueve valores y principios para generar personas responsables.,ODS.10,Objetivo 10: Reducir la desigualdad en y entre los países,MM.10.0B,"10.b Alentar la asistencia oficial para el desarrollo y las corrientes financieras, incluida la inversión extranjera directa, para los Estados con mayores necesidades, en consonancia con sus planes y programas nacionales."
PED.D01,Humana y Social,PED.01.01,Bienestar Social,PED.01.01.01,Abatir la pobreza en todas sus vertientes y desde sus causas.,PED.01.01.01.05,Incremento de los niveles de cohesión social de las comunidades.,ODS.10,Objetivo 10: Reducir la desigualdad en y entre los países,MM.10.0B,"10.b Alentar la asistencia oficial para el desarrollo y las corrientes financieras, incluida la inversión extranjera directa, para los Estados con mayores necesidades, en consonancia con sus planes y programas nacionales."
PED.D01,Humana y Social,PED.01.01,Bienestar Social,PED.01.01.01,Abatir la pobreza en todas sus vertientes y desde sus causas.,PED.01.01.01.06,Promoción de la innovación social con la participación de las y los ciudadanos.,ODS.10,Objetivo 10: Reducir la desigualdad en y entre los países,MM.10.0B,"10.b Alentar la asistencia oficial para el desarrollo y las corrientes financieras, incluida la inversión extranjera directa, para los Estados con mayores necesidades, en consonancia con sus planes y programas nacionales."
PED.D01,Humana y Social,PED.01.01,Bienestar Social,PED.01.01.01,Abatir la pobreza en todas sus vertientes y desde sus causas.,PED.01.01.01.01,"Incremento de las opciones de empleo y el ingreso digno, en condiciones de igualdad.",ODS.04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",MM.04.07,"4.7 Garantizar que todos los estudiantes adquieran los conocimientos teóricos y prácticos necesarios para promover el desarrollo sostenible, en particular mediante la educación para el desarrollo sostenible y la adopción de estilos de vida sostenibles, los derechos humanos, la igualdad entre los géneros, la promoción de una cultura de paz y no violencia, la ciudadanía mundial y la valoración de la diversidad cultural y de la contribución de la cultura al desarrollo sostenible, entre otros medios."
