ciclo,periodo,id_eje,decripción_eje,id_division,descripcion_division,id_centro_gestor,descripcion_centro_gestor,id_siglas,descripcion_siglas,id_programa_presupuestario,descripcion_programa_presupuestario,id_proceso_proyecto,descripcion_proceso_proyecto,Municipio,Monto
2021,2021-03-31,2,Desarrollo Humano y Social,34,Secretaría del Migrante y Enlace Internacional,3402,Subsecretaría de Asistencia Integral al Migrante,34,SMEI,S008,Atención integral al migrante y su familia,Q0082,Apoyo Sin Fronteras,Xichú," 340,000.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,34,Secretaría del Migrante y Enlace Internacional,3402,Subsecretaría de Asistencia Integral al Migrante,34,SMEI,S008,Atención integral al migrante y su familia,Q0082,Apoyo Sin Fronteras,Yuriria," 340,000.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,E009,Atención integral para adultos mayores,Q2398,Apoyos Mayores GTO,Abasolo," 744,000.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,E009,Atención integral para adultos mayores,Q2398,Apoyos Mayores GTO,Acámbaro," 1,650,000.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,E009,Atención integral para adultos mayores,Q2398,Apoyos Mayores GTO,Apaseo el Alto," 1,218,000.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,E009,Atención integral para adultos mayores,Q2398,Apoyos Mayores GTO,Apaseo el Grande," 1,440,000.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,E009,Atención integral para adultos mayores,Q2398,Apoyos Mayores GTO,Atarjea," 294,000.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,E009,Atención integral para adultos mayores,Q2398,Apoyos Mayores GTO,Celaya," 6,078,000.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,E009,Atención integral para adultos mayores,Q2398,Apoyos Mayores GTO,Comonfort," 1,284,000.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,E009,Atención integral para adultos mayores,Q2398,Apoyos Mayores GTO,Coroneo," 720,000.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,E009,Atención integral para adultos mayores,Q2398,Apoyos Mayores GTO,Cortazar," 1,632,000.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,E009,Atención integral para adultos mayores,Q2398,Apoyos Mayores GTO,Cuerámaro," 1,404,000.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,E009,Atención integral para adultos mayores,Q2398,Apoyos Mayores GTO,Doctor Mora," 834,000.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,E009,Atención integral para adultos mayores,Q2398,Apoyos Mayores GTO,Dolores Hidalgo Cuna de la Independencia Nacional," 1,062,000.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,E009,Atención integral para adultos mayores,Q2398,Apoyos Mayores GTO,Guanajuato," 4,374,000.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,E009,Atención integral para adultos mayores,Q2398,Apoyos Mayores GTO,Huanímaro," 708,000.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,E009,Atención integral para adultos mayores,Q2398,Apoyos Mayores GTO,Irapuato," 5,034,000.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,E009,Atención integral para adultos mayores,Q2398,Apoyos Mayores GTO,Jaral del Progreso," 2,106,000.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,E009,Atención integral para adultos mayores,Q2398,Apoyos Mayores GTO,Jérecuaro," 1,116,000.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,E009,Atención integral para adultos mayores,Q2398,Apoyos Mayores GTO,León," 13,598,000.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,E009,Atención integral para adultos mayores,Q2398,Apoyos Mayores GTO,Manuel Doblado," 294,000.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,E009,Atención integral para adultos mayores,Q2398,Apoyos Mayores GTO,Moroleón," 822,000.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,E009,Atención integral para adultos mayores,Q2398,Apoyos Mayores GTO,Ocampo," 630,000.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,E009,Atención integral para adultos mayores,Q2398,Apoyos Mayores GTO,Pénjamo," 2,862,000.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,E009,Atención integral para adultos mayores,Q2398,Apoyos Mayores GTO,Pueblo Nuevo," 186,000.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,E009,Atención integral para adultos mayores,Q2398,Apoyos Mayores GTO,Purísima del Rincón," 852,000.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,E009,Atención integral para adultos mayores,Q2398,Apoyos Mayores GTO,Romita," 702,000.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,E009,Atención integral para adultos mayores,Q2398,Apoyos Mayores GTO,Salamanca," 5,010,000.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,E009,Atención integral para adultos mayores,Q2398,Apoyos Mayores GTO,Salvatierra," 2,256,000.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,E009,Atención integral para adultos mayores,Q2398,Apoyos Mayores GTO,San Diego de la Unión," 468,000.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,E009,Atención integral para adultos mayores,Q2398,Apoyos Mayores GTO,San Felipe," 822,000.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,E009,Atención integral para adultos mayores,Q2398,Apoyos Mayores GTO,San Francisco del Rincón," 1,428,000.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,E009,Atención integral para adultos mayores,Q2398,Apoyos Mayores GTO,San José Iturbide," 738,000.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,E009,Atención integral para adultos mayores,Q2398,Apoyos Mayores GTO,San Luis de la Paz," 1,920,000.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,E009,Atención integral para adultos mayores,Q2398,Apoyos Mayores GTO,San Miguel de Allende," 1,062,000.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,E009,Atención integral para adultos mayores,Q2398,Apoyos Mayores GTO,Santa Catarina," 210,000.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,E009,Atención integral para adultos mayores,Q2398,Apoyos Mayores GTO,Santa Cruz de Juventino Rosas," 2,286,000.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,E009,Atención integral para adultos mayores,Q2398,Apoyos Mayores GTO,Santiago Maravatío," 474,000.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,E009,Atención integral para adultos mayores,Q2398,Apoyos Mayores GTO,Silao de la Victoria," 2,652,000.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,E009,Atención integral para adultos mayores,Q2398,Apoyos Mayores GTO,Tarandacuao," 384,000.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,E009,Atención integral para adultos mayores,Q2398,Apoyos Mayores GTO,Tarimoro," 1,440,000.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,E009,Atención integral para adultos mayores,Q2398,Apoyos Mayores GTO,Tierra Blanca," 336,000.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,E009,Atención integral para adultos mayores,Q2398,Apoyos Mayores GTO,Uriangato," 1,098,000.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,E009,Atención integral para adultos mayores,Q2398,Apoyos Mayores GTO,Valle de Santiago," 2,118,000.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,E009,Atención integral para adultos mayores,Q2398,Apoyos Mayores GTO,Victoria," 624,000.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,E009,Atención integral para adultos mayores,Q2398,Apoyos Mayores GTO,Villagrán," 1,194,000.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,E009,Atención integral para adultos mayores,Q2398,Apoyos Mayores GTO,Xichú," 402,000.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,E009,Atención integral para adultos mayores,Q2398,Apoyos Mayores GTO,Yuriria," 1,434,000.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,5,Secretaría de Desarrollo Social y Humano,510,Dirección General de Articulación Regional,5,SDSH,E010,Reconstrucción del tejido social,Q3175,Articulación e Intervención para el Fortalecimiento de las Zonas Impulso Social,Por Determinar," 10,694,332.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,S006,Asistencia y orientación alimentaria,Q3181,Asistencia Alimentaria GTO,Abasolo," 16,512,406.20 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,S006,Asistencia y orientación alimentaria,Q3181,Asistencia Alimentaria GTO,Acámbaro," 19,626,404.15 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,S006,Asistencia y orientación alimentaria,Q3181,Asistencia Alimentaria GTO,Apaseo el Alto," 10,888,743.48 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,S006,Asistencia y orientación alimentaria,Q3181,Asistencia Alimentaria GTO,Apaseo el Grande," 10,006,394.66 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,S006,Asistencia y orientación alimentaria,Q3181,Asistencia Alimentaria GTO,Atarjea," 1,968,736.99 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,S006,Asistencia y orientación alimentaria,Q3181,Asistencia Alimentaria GTO,Celaya," 15,176,661.49 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,S006,Asistencia y orientación alimentaria,Q3181,Asistencia Alimentaria GTO,Comonfort," 11,614,183.45 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,S006,Asistencia y orientación alimentaria,Q3181,Asistencia Alimentaria GTO,Coroneo," 3,823,133.75 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,S006,Asistencia y orientación alimentaria,Q3181,Asistencia Alimentaria GTO,Cortazar," 6,689,264.17 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,S006,Asistencia y orientación alimentaria,Q3181,Asistencia Alimentaria GTO,Cuerámaro," 7,102,314.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,S006,Asistencia y orientación alimentaria,Q3181,Asistencia Alimentaria GTO,Doctor Mora," 10,565,294.09 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,S006,Asistencia y orientación alimentaria,Q3181,Asistencia Alimentaria GTO,Dolores Hidalgo Cuna de la Independencia Nacional," 15,292,529.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,S006,Asistencia y orientación alimentaria,Q3181,Asistencia Alimentaria GTO,Guanajuato," 11,186,661.42 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,S006,Asistencia y orientación alimentaria,Q3181,Asistencia Alimentaria GTO,Huanímaro," 5,796,952.68 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,S006,Asistencia y orientación alimentaria,Q3181,Asistencia Alimentaria GTO,Irapuato," 28,632,284.56 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,S006,Asistencia y orientación alimentaria,Q3181,Asistencia Alimentaria GTO,Jaral del Progreso," 7,217,526.91 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,S006,Asistencia y orientación alimentaria,Q3181,Asistencia Alimentaria GTO,Jérecuaro," 8,355,448.49 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,S006,Asistencia y orientación alimentaria,Q3181,Asistencia Alimentaria GTO,León," 28,821,844.92 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,S006,Asistencia y orientación alimentaria,Q3181,Asistencia Alimentaria GTO,Manuel Doblado," 4,131,908.23 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,S006,Asistencia y orientación alimentaria,Q3181,Asistencia Alimentaria GTO,Moroleón," 2,481,829.60 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,S006,Asistencia y orientación alimentaria,Q3181,Asistencia Alimentaria GTO,Ocampo," 2,904,194.05 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,S006,Asistencia y orientación alimentaria,Q3181,Asistencia Alimentaria GTO,Pénjamo," 23,638,640.20 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,S006,Asistencia y orientación alimentaria,Q3181,Asistencia Alimentaria GTO,Por Determinar," 10,000,000.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,S006,Asistencia y orientación alimentaria,Q3181,Asistencia Alimentaria GTO,Pueblo Nuevo," 1,501,285.42 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,S006,Asistencia y orientación alimentaria,Q3181,Asistencia Alimentaria GTO,Purísima del Rincón," 10,385,371.28 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,S006,Asistencia y orientación alimentaria,Q3181,Asistencia Alimentaria GTO,Romita," 8,335,207.55 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,S006,Asistencia y orientación alimentaria,Q3181,Asistencia Alimentaria GTO,Salamanca," 14,717,342.94 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,S006,Asistencia y orientación alimentaria,Q3181,Asistencia Alimentaria GTO,Salvatierra," 7,100,452.41 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,S006,Asistencia y orientación alimentaria,Q3181,Asistencia Alimentaria GTO,San Diego de la Unión," 4,958,960.36 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,S006,Asistencia y orientación alimentaria,Q3181,Asistencia Alimentaria GTO,San Felipe," 13,852,043.70 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,S006,Asistencia y orientación alimentaria,Q3181,Asistencia Alimentaria GTO,San Francisco del Rincón," 10,827,938.61 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,S006,Asistencia y orientación alimentaria,Q3181,Asistencia Alimentaria GTO,San José Iturbide," 19,138,975.10 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,S006,Asistencia y orientación alimentaria,Q3181,Asistencia Alimentaria GTO,San Luis de la Paz," 10,908,380.61 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,S006,Asistencia y orientación alimentaria,Q3181,Asistencia Alimentaria GTO,San Miguel de Allende," 14,282,396.50 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,S006,Asistencia y orientación alimentaria,Q3181,Asistencia Alimentaria GTO,Santa Catarina," 2,068,927.55 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,S006,Asistencia y orientación alimentaria,Q3181,Asistencia Alimentaria GTO,Santa Cruz de Juventino Rosas," 23,246,117.58 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,S006,Asistencia y orientación alimentaria,Q3181,Asistencia Alimentaria GTO,Santiago Maravatío," 2,299,740.55 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,S006,Asistencia y orientación alimentaria,Q3181,Asistencia Alimentaria GTO,Silao de la Victoria," 13,221,566.37 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,S006,Asistencia y orientación alimentaria,Q3181,Asistencia Alimentaria GTO,Tarandacuao," 3,840,704.80 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,S006,Asistencia y orientación alimentaria,Q3181,Asistencia Alimentaria GTO,Tarimoro," 9,652,798.03 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,S006,Asistencia y orientación alimentaria,Q3181,Asistencia Alimentaria GTO,Tierra Blanca," 6,658,170.75 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,S006,Asistencia y orientación alimentaria,Q3181,Asistencia Alimentaria GTO,Uriangato," 5,615,590.18 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,S006,Asistencia y orientación alimentaria,Q3181,Asistencia Alimentaria GTO,Valle de Santiago," 14,328,400.48 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,S006,Asistencia y orientación alimentaria,Q3181,Asistencia Alimentaria GTO,Victoria," 9,632,468.62 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,S006,Asistencia y orientación alimentaria,Q3181,Asistencia Alimentaria GTO,Villagrán," 10,551,058.97 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,S006,Asistencia y orientación alimentaria,Q3181,Asistencia Alimentaria GTO,Xichú," 4,000,947.39 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3004,Sistema Estatal Para el desarrollo Integral de la Familia,30,DIF,S006,Asistencia y orientación alimentaria,Q3181,Asistencia Alimentaria GTO,Yuriria," 18,508,100.40 "
2021,2021-03-31,2,Desarrollo Humano y Social,34,Secretaría del Migrante y Enlace Internacional,3403,Subsecretaría de Hospitalidad e Interculturalidad,34,SMEI,S008,Atención integral al migrante y su familia,Q3179,Atención a Migrantes en Tránsito,Cobertura Estatal," 37,816.00 "
2021,2021-03-31,3,Educación de Calidad,11,Secretaría de Educación,1143,Dirección General de Atención Educativa,11,SEG,E018,Cobertura en Educación Básica,Q3131,Atención a necesidades de seguridad estructural en escuelas de nivel básico,Abasolo," 68,899.10 "
2021,2021-03-31,3,Educación de Calidad,11,Secretaría de Educación,1143,Dirección General de Atención Educativa,11,SEG,E018,Cobertura en Educación Básica,Q3131,Atención a necesidades de seguridad estructural en escuelas de nivel básico,Dolores Hidalgo Cuna de la Independencia Nacional," 4,755,475.71 "
2021,2021-03-31,3,Educación de Calidad,11,Secretaría de Educación,1143,Dirección General de Atención Educativa,11,SEG,E018,Cobertura en Educación Básica,Q3131,Atención a necesidades de seguridad estructural en escuelas de nivel básico,León," 2,320,092.88 "
2021,2021-03-31,3,Educación de Calidad,11,Secretaría de Educación,1143,Dirección General de Atención Educativa,11,SEG,E018,Cobertura en Educación Básica,Q3131,Atención a necesidades de seguridad estructural en escuelas de nivel básico,San Miguel de Allende," 9,367.08 "
2021,2021-03-31,3,Educación de Calidad,11,Secretaría de Educación,1143,Dirección General de Atención Educativa,11,SEG,E018,Cobertura en Educación Básica,Q3131,Atención a necesidades de seguridad estructural en escuelas de nivel básico,Xichú," 40,098.12 "
2021,2021-03-31,5,Desarrollo Ordenado y Sostenible,20,"Secretaría de Infraestructura, Conectividad y Movilidad",2009,Dirección General de Carreteras Estatales,20,SICOM,K004,Infraestructura para el Desarrollo,Q0220,Atención a Puntos Conflictivos en la Red Carretera del Estado de Guanajuato,Abasolo," 790,293.56 "
2021,2021-03-31,5,Desarrollo Ordenado y Sostenible,20,"Secretaría de Infraestructura, Conectividad y Movilidad",2009,Dirección General de Carreteras Estatales,20,SICOM,K004,Infraestructura para el Desarrollo,Q0220,Atención a Puntos Conflictivos en la Red Carretera del Estado de Guanajuato,Apaseo el Grande," 88,126.69 "
2021,2021-03-31,5,Desarrollo Ordenado y Sostenible,20,"Secretaría de Infraestructura, Conectividad y Movilidad",2009,Dirección General de Carreteras Estatales,20,SICOM,K004,Infraestructura para el Desarrollo,Q0220,Atención a Puntos Conflictivos en la Red Carretera del Estado de Guanajuato,Guanajuato," 1,427,032.97 "
2021,2021-03-31,5,Desarrollo Ordenado y Sostenible,20,"Secretaría de Infraestructura, Conectividad y Movilidad",2009,Dirección General de Carreteras Estatales,20,SICOM,K004,Infraestructura para el Desarrollo,Q0220,Atención a Puntos Conflictivos en la Red Carretera del Estado de Guanajuato,León," 410,218.22 "
2021,2021-03-31,5,Desarrollo Ordenado y Sostenible,20,"Secretaría de Infraestructura, Conectividad y Movilidad",2009,Dirección General de Carreteras Estatales,20,SICOM,K004,Infraestructura para el Desarrollo,Q0220,Atención a Puntos Conflictivos en la Red Carretera del Estado de Guanajuato,Manuel Doblado," 790,293.55 "
2021,2021-03-31,5,Desarrollo Ordenado y Sostenible,20,"Secretaría de Infraestructura, Conectividad y Movilidad",2009,Dirección General de Carreteras Estatales,20,SICOM,K004,Infraestructura para el Desarrollo,Q0220,Atención a Puntos Conflictivos en la Red Carretera del Estado de Guanajuato,Pénjamo," 500,000.00 "
