ciclo,periodo,id_eje,decripción_eje,id_division,descripcion_division,id_centro_gestor,descripcion_centro_gestor,id_siglas,siglas_dependencia,id_programa_presupuestario,descripcion_programa_presupuestario,id_componente,descripcion_componente,id_proceso_proyecto,descripcion_proceso_proyecto,detalle,aprobado
2021,2021-01-01,1,Seguridad y Paz Social,7,Secretaría de Seguridad Pública,710,Subsecretaría de Seguridad,7,SSP,E031,Eficacia en la operatividad policial,E031.C11,Corporaciones policiales son fortalecidas mediante equipo e infraestructura policial.,Q3330,Capacitación de elementos de seguridad pública y custodia,"La SSP a través de la comisaria general de las FSPE identifica las necesidades de capacitación de sus elementos de seguridad y custodia, por lo que realiza las gestiones por recursos para otorgar la formación inicial y continua de los mismos. Desarrollar y fortalecer las competencias profesionales en los elementos de seguridad pública, para brindar un mejor servicio en sus áreas de trabajo, actuar de manera coordinada y eficaz con las autoridades en acciones que inciden en la seguridad de la ciudadanía;  lo anterior, a través de capacitaciones de formación inicial y formación continua, cursos de actualización, especialización y alta dirección; además de la implementación de procesos de evaluación.",33000000
2021,2021-01-01,1,Seguridad y Paz Social,7,Secretaría de Seguridad Pública,711,Dirección General del Sistema Penitenciario,7,SSP,E016,Certeza jurídica y derechos de los adultos y adolescentes internos,E016.C01,"Personas Privadas de su Libertad con atención y formación brindada en los ejes de reinserción de: trabajo , capacitación,  educación, deporte y salud.",Q0273,Equipamiento a Centros Estatales de Readaptación Social,"A través de este proyecto se dota del equipamiento necesario a los CERESOS y sus trabajadores para llevar a cabo las actividades cotidianas y estratégicas que se requieran de acuerdo a las funciones del personal, resguardando la integridad y seguridad de personal operativo, administrativo y de los internos, así como de los visitantes y familiares que acuden a los mismos. El equipamiento referido incluye armamento, vehículos, uniformes, prendas de protección, herramientas básicas, equipo médico, mobiliario y equipo de administración, equipo de cómputo y de tecnologías de la información y los licenciamientos necesarios para su funcionamiento.",39178000
2021,2021-01-01,1,Seguridad y Paz Social,7,Secretaría de Seguridad Pública,711,Dirección General del Sistema Penitenciario,7,SSP,E016,Certeza jurídica y derechos de los adultos y adolescentes internos,E016.C01,"Personas Privadas de su Libertad con atención y formación brindada en los ejes de reinserción de: trabajo , capacitación,  educación, deporte y salud.",Q0282,Mejoramiento y Ampliación de la Infraestructura Penitenciaria Celaya,A través de este proyecto se realizan acciones de mantenimiento y rehabilitación a las instalaciones del Centro Penitenciario. lo que se traduce en acciones orientadas a fortalecer la seguridad del Centro,500000
2021,2021-01-01,1,Seguridad y Paz Social,7,Secretaría de Seguridad Pública,711,Dirección General del Sistema Penitenciario,7,SSP,E016,Certeza jurídica y derechos de los adultos y adolescentes internos,E016.C01,"Personas Privadas de su Libertad con atención y formación brindada en los ejes de reinserción de: trabajo , capacitación,  educación, deporte y salud.",Q0283,Mejoramiento y Ampliación de la Infraestructura Penitenciaria Guanajuato,"A través de este proyecto se realizan acciones de mantenimiento y rehabilitación a las instalaciones del Centro Penitenciario, lo que se traduce en acciones orientadas a fortalecer la seguridad del Centro.",3000000
2021,2021-01-01,1,Seguridad y Paz Social,7,Secretaría de Seguridad Pública,711,Dirección General del Sistema Penitenciario,7,SSP,E016,Certeza jurídica y derechos de los adultos y adolescentes internos,E016.C01,"Personas Privadas de su Libertad con atención y formación brindada en los ejes de reinserción de: trabajo , capacitación,  educación, deporte y salud.",Q0285,Mejoramiento y Ampliación de la Infraestructura Penitenciaria León,"A través de este proyecto se realizan acciones de mantenimiento y rehabilitación a las instalaciones del Centro Penitenciario, lo que se traduce acciones orientadas a fortalecer la seguridad del Centro.",500000
2021,2021-01-01,1,Seguridad y Paz Social,7,Secretaría de Seguridad Pública,711,Dirección General del Sistema Penitenciario,7,SSP,E016,Certeza jurídica y derechos de los adultos y adolescentes internos,E016.C01,"Personas Privadas de su Libertad con atención y formación brindada en los ejes de reinserción de: trabajo , capacitación,  educación, deporte y salud.",Q0286,Mejoramiento y Ampliación de la Infraestructura Penitenciaria Salamanca,"A través de este proyecto se realizan acciones de mantenimiento y rehabilitación a las instalaciones del Centro Penitenciario, lo que se traduce en acciones orientadas a fortalecer la seguridad del Centro.",2000000
2021,2021-01-01,1,Seguridad y Paz Social,7,Secretaría de Seguridad Pública,712,Comisaría General de las Fuerzas de Seguridad Pública del Estado,7,SSP,E031,Eficacia en la operatividad policial,E031.C09,Patrullajes y operativos de seguridad pública realizados.,Q0275,Fortalecimiento de las Fuerzas de Seguridad Pública,"A través del presente proyecto se busca fortalecer el equipamiento de los elementos de seguridad pública del estado a través de la adquisición de uniformes para los Policías Estatales de las diferentes corporaciones, que permita la correcta identificación del personal en funciones.",30049446.76
2021,2021-01-01,1,Seguridad y Paz Social,7,Secretaría de Seguridad Pública,712,Comisaría General de las Fuerzas de Seguridad Pública del Estado,7,SSP,E031,Eficacia en la operatividad policial,E031.C11,Corporaciones policiales son fortalecidas mediante equipo e infraestructura policial.,Q0618,Equipamiento a grupos especializados y tácticos,"Los Grupos tácticos y especializados cuentan con una plantilla de 124 elementos a los cuáles es necesario dotar con los medios adecuados para el desempeño de las funciones tácticas y operativas lo que incluye uniformes tales como: pantalones, camisola y gorras.",1150000
2021,2021-01-01,1,Seguridad y Paz Social,7,Secretaría de Seguridad Pública,712,Comisaría General de las Fuerzas de Seguridad Pública del Estado,7,SSP,E031,Eficacia en la operatividad policial,E031.C11,Corporaciones policiales son fortalecidas mediante equipo e infraestructura policial.,Q1237,Policía Procesal,"La División de la Policía Procesal cuenta con mas de 450 elementos, a los cuáles es necesario dotar con los medios adecuados para el desempeño de las funciones tácticas y operativas lo que incluye uniformes tales como: gorras, camisola, playera, pantalón zapato y chamarra.",5188870
2021,2021-01-01,1,Seguridad y Paz Social,7,Secretaría de Seguridad Pública,712,Comisaría General de las Fuerzas de Seguridad Pública del Estado,7,SSP,E031,Eficacia en la operatividad policial,E031.C10,"Servicios de seguridad, vigilancia, custodia y resguardos realizados.",Q1446,Policía Urbana Estatal,"La Policía Urbana Estatal es un modelo de policía, que tiene como primordial función, brindar la seguridad a las personas, sus familias y sus bienes, a través de la implementación de acciones y estrategias tendientes a prevenir la comisión de delitos y conductas antisociales, a través de una respuesta inmediata a los reportes de la ciudadanía, generando la proximidad social, y así lograr el reconocimiento y la confianza de la población guanajuatense.  Lo anteriormente descrito deberá ser apoyado con equipo específico para cumplir con la misión del proyecto, por lo cual, se deberán considerar  Uniformes  (Pantalón, Camisola, Playeras, Gorras, Zapato).",2391900
2021,2021-01-01,1,Seguridad y Paz Social,7,Secretaría de Seguridad Pública,712,Comisaría General de las Fuerzas de Seguridad Pública del Estado,7,SSP,E031,Eficacia en la operatividad policial,E031.C11,Corporaciones policiales son fortalecidas mediante equipo e infraestructura policial.,Q3076,Unidad Canina,"Con este proyecto se busca fortalecer a la Unidad Canina K-9, a través de la adquisición de uniformes tales como: gorra, camisola, playera y pantalón.",159700
2021,2021-01-01,1,Seguridad y Paz Social,7,Secretaría de Seguridad Pública,712,Comisaría General de las Fuerzas de Seguridad Pública del Estado,7,SSP,E031,Eficacia en la operatividad policial,E031.C11,Corporaciones policiales son fortalecidas mediante equipo e infraestructura policial.,Q3506,Policía Estatal de Caminos,"Fortalecer la operación y la seguridad de los elementos de la Policía Estatal de Caminos a través del constante equipamiento y mantenimiento a los equipos especializados y vehículos operativos, así como con uniformes, equipo de seguridad y protección necesarios para la atención de emergencias y  garantizar el bienestar y seguridad de la población guanajuatense.",2034700
2021,2021-01-01,1,Seguridad y Paz Social,7,Secretaría de Seguridad Pública,712,Comisaría General de las Fuerzas de Seguridad Pública del Estado,7,SSP,E031,Eficacia en la operatividad policial,E031.C11,Corporaciones policiales son fortalecidas mediante equipo e infraestructura policial.,Q3509,Policía Rural Estatal,Dotar de uniformes a los 191 elementos de la Policía Rural  Estatal para procurar y asegurar la seguridad e integridad de los guanajuatenses y su patrimonio.,1315000
2021,2021-01-01,1,Seguridad y Paz Social,7,Secretaría de Seguridad Pública,712,Comisaría General de las Fuerzas de Seguridad Pública del Estado,7,SSP,E031,Eficacia en la operatividad policial,E031.C11,Corporaciones policiales son fortalecidas mediante equipo e infraestructura policial.,Q3510,Policía Turística Estatal,Dotar de uniformes a los elementos de la Policía Turística Estatal para procurar y asegurar una pronta y expedita atención a los visitantes del Estado.,191700
2021,2021-01-01,1,Seguridad y Paz Social,7,Secretaría de Seguridad Pública,713,Dirección General de Reintegración Social Para Adolescentes,7,SSP,E016,Certeza jurídica y derechos de los adultos y adolescentes internos,E016.C02,"Personas adolescentes  privadas de su libertad con atención y formación brindadas en: Protección al ambiente, salud y a la salud mental, actividades educativas, deporte,  adquisición de habilidades para un oficio, el arte, industria y de profesión de acuerdo a la edad del menor  y culturales.",Q0274,Fortalecimiento en Equipamiento del Centro de Internación para Adolescentes León,"El proyecto contempla la dotación de equipamiento necesario para el personal operativo y personal de guarda y custodia tales como uniformes, equipo de seguridad, táctico y de reacción, así como mobiliario y equipo de administración, equipo tecnológico, radios, pólizas de mantenimiento, entre otros. Así mismo, contempla la dotación de equipamiento para fortalecer las actividades de reintegración en los talleres ocupaciones de los jóvenes en estado de internación y equipamiento fijo para la clínica de desintoxicación.",4000000
2021,2021-01-01,1,Seguridad y Paz Social,7,Secretaría de Seguridad Pública,716,Dirección General del Centro Estatal de Prevención Social de la Violencia y la delincuencia,7,SSP,E044,Participación de la sociedad en la prevención de delitos,E044.C01,Eventos de prevención social de la violencia y la delincuencia realizados.,Q0271,Eventos de Prevención Social del Delito,"Este proyecto cuenta con un programa de actividades que desde años anteriores ha atendido los temas de prevención y su difusión, actualizando las estrategias y contenidos de información para mantener el interés de las personas de acuerdo a las prioridades de atención.  El proyecto contempla la realización de eventos para generar una cultura de prevención de conductas antisociales y delictivas, campañas en medios de comunicación con temas relacionados a la prevención del delito. Se llevan a cabo eventos culturales donde se reparten artículos promocionales de prevención, así como intercambios de juguetes bélicos. Así mismo se realizan conferencias, actividades culturales.",7000000
2021,2021-01-01,4,Economía para Todos,8,Secretaría de Desarrollo Agroalimentario y Rural,805,Dirección General de Microcuencas,8,SDAyR,S011,Campo sustentable en el uso del agua,S011.C05,"Apoyos para la captación de agua, manejo sustentable de suelo y vegetación para uso agropecuario otorgados",Q0168,Mi Cuenca Sustentable,"Implementar obras y acciones a mediano y largo plazo para la recuperación, manejo, conservación y administración de agua, suelo y vegetación, que fomenten el desarrollo rural sostenible e impulsen el desarrollo humano de productores en las Microcuencas.  Mediante apoyos a los habitantes cuyas microcuencas que tengan vocación agropecuaria, constituidos en grupos o comités y que cuenten con proyectos de mediano y largo plazo, que contemplen acciones y obras para la conservación de agua, suelo y vegetación, que fomenten el desarrollo rural sostenible con una visión integral; con el propósito de mejorar las condiciones productivas del territorio, el aprovechamiento y administración de los recursos naturales y la inserción de manera sostenible a las redes de valor, logrando con esto el mejoramiento de su nivel de vida.  Los proyectos requieren considerar un diagnostico elaborado en conjunto con el asesor técnico y los integrantes del grupo participante,  que contemple el potencial productivo del área de atención, las actividades productivas realizadas por la población,  alternativas de acción.",10000000
2021,2021-01-01,4,Economía para Todos,8,Secretaría de Desarrollo Agroalimentario y Rural,805,Dirección General de Microcuencas,8,SDAyR,S021,Fomento a las Actividades Agroalimentarias,S021.C06,Proyectos estratégicos de impacto regional o municipal que fortalezcan las actividades agroalimentarias implementados,Q0178,Sistema de Información para el Desarrollo Rural Sustentable,"Este proyecto comprende tres componentes: El primero. Es la operación del Sistema de Información Agroalimentaria y Rural del Estado de Guanajuato, SIAREG; para fortalecerlo mediante su mantenimiento, mejora continua de infraestructura informática, plataformas de acopio e integración de datos del sector; repositorio de datos, análisis y procesamiento de información.  En este componente se trabaja con la información de las Unidades de producción solicitantes registradas en el sistema, para la operación de los programas de apoyo de Gobierno del estado, a través de la SDAyR. La información generada del SIAREG de manera interna por los procesos operativos de los programas sustantivos de la SDAyR; permite dar el seguimiento, monitoreo y evaluación de los mismos programas.  El segundo. Requiere la colaboración interinstitucional y planeación adecuada, mediante la comunicación entre los involucrados en este proceso con el objeto de garantizar una plataforma que permita el análisis de producción, información económica de mercados, productos, así como la disposición de información y toma de decisiones; con esto fortalecer los mecanismos de focalización de atención gubernamental.  Esto se cubrirá con el seguimiento del desarrollo del Sistema de información de la Plataforma del Sistema del Centro de Inteligencia para Competitividad Agroalimentaria CICA, como herramienta digital de las unidades y agentes participantes en la producción, transformación y comercialización de especies y productos del sector.   En el tercer componente de Operación, monitoreo, mantenimiento y difusión de información meteorológica y climática de la Red de Estaciones, se realizará la coordinación de información climática básica relacionada con las actividades que se realizan y con los procesos que ocurren en el sector agropecuario y forestal del estado de Guanajuato. En este componente se dispone de información sobre índices agroclimáticos.",2000000
2021,2021-01-01,4,Economía para Todos,8,Secretaría de Desarrollo Agroalimentario y Rural,806,Dirección General  de Agrícola,8,SDAyR,S021,Fomento a las Actividades Agroalimentarias,S021.C03,Campañas sanitarias y de inocuidad para asegurar la sanidad de los productos agroalimentarios implementadas,Q0155,Sanidad e Inocuidad Vegetal,"Se implementaran campañas fitosanitarias y de vigilancia epidemiológica de plagas y enfermedades, para prevenir daños fitosanitarios en los cultivos, disminuyendo pérdidas en los rendimientos y mejorando la competitividad del sector agrícola. Estas acciones se realizarán a través del Comité Estatal de Sanidad Vegetal de Guanajuato (CESAVEG) bajo un posible enfoque de concurrencia presupuestaria con la Secretaría de Agricultura y Desarrollo Rural (SADER), quienes emiten las reglas respectivas de operación. No obstante, para tener oportunidad de realizar acciones de apoyo a productores que no se incluyan en programas de trabajo de CESAVEG debido principalmente a que no son acciones primordiales para la instancia Federal, se realizarán acciones de reforzamiento a estas campañas como: asistencia técnica, capacitación, difusión, muestreos y en su caso, control biológico y químicos de plagas, así como acciones de inocuidad agrícola. Además del CESAVEG, las diversas acciones en materia de Sanidad Vegetal que se requieran realizar durante la operatividad del programa, se podrán llevar a cabo en conjunto con Sistemas Producto, Organismos Auxiliares y/o Instancias Operadoras afines a la Sanidad Vegetal, Despachos de profesionistas con la capacidad técnica específica en Sanidad Vegetal, Instancias Educativas con carreras afines, Organizaciones Agrícolas de Productores, entre otras.",20750000
2021,2021-01-01,4,Economía para Todos,8,Secretaría de Desarrollo Agroalimentario y Rural,806,Dirección General  de Agrícola,8,SDAyR,S021,Fomento a las Actividades Agroalimentarias,S021.C01,"Apoyos para Infraestructura, maquinaria, equipo, semovientes, material genético y paquetes técnológicos entregados a las unidades de producción agroalimentaria",Q0173,Tecno-Campo GTO,"El Proyecto consiste en ofrecer conceptos de apoyo en materia de equipamiento con tractores, implementos agrícolas e infraestructura para la práctica de la agricultura protegida, buscando con ello la innovación tecnológica y la capitalización de las unidades de producción dedicadas a la agricultura, en sus diferentes condiciones. Con el apoyo en proyectos de agricultura protegida, se disminuyen los riesgos climatológicos que frecuentemente afectan los cultivos y sus cosechas y que provocan generalmente pérdidas que dejan muy castigada la economía de las unidades de producción, en muchas ocasiones las pérdidas de las inversiones son de tal magnitud, que no permiten continuar produciendo. Esta tecnología también permite mover las ventanas de producción, permitiendo ingresar a mercados en épocas donde el valor de la cosecha es mayor, aumentando los márgenes de ganancia de las unidades de producción. Así mismo, este tipo de agricultura intensiva, concentra esfuerzos y permite una mejor administración de los recursos para la operación de las unidades de producción, lo cual se ve altamente retribuido por los niveles de rendimiento obtenidos, la extensión de los tiempos de cosecha y la calidad que se obtiene de la misma. Con el equipamiento en maquinaria e implementos se pretende buscar cambios tecnológicos con equipos de precisión, transición hacia la a mínima labranza, manejo de altas poblaciones de plantas, reducción de la quema de esquilmos, acondicionamiento del suelo para mejorar el reservorio de agua y mejor desarrollo radicular, el uso de fertilizantes orgánicos, etc. El Proyecto esta propuesto para atender a la demanda, hasta donde los recursos que se designan lo permitan, ya que existe cada año una gran demanda de estos conceptos de apoyo.",25000000
2021,2021-01-01,4,Economía para Todos,8,Secretaría de Desarrollo Agroalimentario y Rural,806,Dirección General  de Agrícola,8,SDAyR,S021,Fomento a las Actividades Agroalimentarias,S021.C03,Campañas sanitarias y de inocuidad para asegurar la sanidad de los productos agroalimentarios implementadas,Q1678,Guanajuato Zona Premium Agrícola de México,"A través del programa se apoya a las Unidades de Producción de la cadena agroalimentaria y de almacenamiento de granos que se encuentren inscritas, en el proceso de implementación de sistemas de inocuidad, responsabilidad social y ambiental durante la producción de alimentos. La implementación de los sistemas de inocuidad se realiza a través de un Organismo Operador seleccionado de acuerdo a las Reglas de Operación del Programa, para ello, se realizan acciones de asesoría, capacitación y asistencia técnica, así mismo se otorgan apoyos para la adquisición de infraestructura y la contratación de servicios requeridos para alcanzar la Certificación/ Reconocimiento oficial federal en Sistemas de Reducción de Riesgos de Contaminación (SRRC), Buen Uso y Manejo de Plaguicidas (BUMP) y Buenas prácticas de Almacenamiento de Granos (BPAG) o bien de la certificación de modelos privados reconocidos por los mercados destino tales como Primus GFS, SQF, FSSC22000 o Global GAP o la legislación de dichos países. El cumplimiento a las exigencias de los sistemas de responsabilidad social y ambiental, se realizará a través de SDAyR, para lo cual se programan acciones de capacitación, se otorgan apoyos para la contratación de servicios para el pago de certificaciones oficiales y privadas que requiere el mercado en este tema en particular. Las capacitaciones están orientadas a todas las Unidades de producción de la cadena agroalimentaria de Guanajuato, con el propósito de incorporarlas al Programa y/o de otorgarles herramientas para el cumplimiento de dichas certificaciones. Por otro lado, la SDAyR da seguimiento al proceso para la obtención del Distintivo Guanajuato Zona Premium, a través del Instituto Mexicano de Normalización y Certificación (IMNC) a todas las unidades de producción y de almacenamiento de granos que hayan realizado las acciones pertinentes, de acuerdo al protocolo establecido para este fin.",2000000
2021,2021-01-01,4,Economía para Todos,8,Secretaría de Desarrollo Agroalimentario y Rural,807,Dirección General de Ganadería,8,SDAyR,S021,Fomento a las Actividades Agroalimentarias,S021.C03,Campañas sanitarias y de inocuidad para asegurar la sanidad de los productos agroalimentarios implementadas,Q0154,Sanidad Animal,"Se realizan campañas zoosanitarias que comprenden la realización de actividades de diagnóstico, vacunación, eliminación de animales enfermos, certificación de Unidades de producción y el establecimiento de medidas de control de la movilización.  El proyecto de Sanidad Animal se lleva a cabo en todo el Estado de Guanajuato, actualmente se mantiene la Fase de Libre en las Enfermedades de Fiebre Porcina Clásica y Aujeszky en cerdos, Salmonelosis aviar y Newcastle en aves; se mantiene la Zona reconocida en Erradicación y Acreditado Preparatorio de Tuberculosis (Zona “A”), por el Departamento de Agricultura de Estados Unidos,  que comprende los municipios de Ocampo y parcialmente San Felipe, León, Guanajuato, Silao y Dolores Hidalgo C.I.N., , y se mantiene el reconocimiento en Erradicación de Tuberculosis  bovina y Brucelosis de los animales además de la zona “A”, a los municipios de San Diego, San Luis de la Paz, Victoria, Atarjea, Santa Catarina, Xichú y Tierra Blanca.  En el Programa de Sanidad Animal se han establecido diferentes actividades para la Vigilancia Epidemiológica de las enfermedades que afectan a las abejas, Campañas zoosanitarias y de Buenas Prácticas de Producción de Miel como una medida para garantizar el bienestar y protección de las abejas, además en el ejercicio 2020 se implementaron las acciones para la detección y trampeo del Pequeño Escarabajo de la Colmena. Así en el componente de Vigilancia Epidemiológica se lleva a cabo el diagnóstico de las enfermedades de : Nosema, Loque americana, Loque europea, Enfermedades Virales,. Se anexa archivo -DIAGNOSTICO21-08-2021.docx- hoja 4 a la 5.",25000000
2021,2021-01-01,4,Economía para Todos,8,Secretaría de Desarrollo Agroalimentario y Rural,807,Dirección General de Ganadería,8,SDAyR,S021,Fomento a las Actividades Agroalimentarias,S021.C01,"Apoyos para Infraestructura, maquinaria, equipo, semovientes, material genético y paquetes técnológicos entregados a las unidades de producción agroalimentaria",Q0161,Mi Ganado Productivo,"El programa busca complementar las inversiones de los productores para la  capitalización de las unidades de producción mediante: a) semovientes y material biológico; b) capacitación y asistencia técnica y empresarial, c) fortalecimiento de las organizaciones ganaderas, d) adquisición de equipos; e) construcción o rehabilitación de la infraestructura f) actividades de fomento ganaderos, g) el equipamiento e infraestructura para la instalación de centros de acopio, transformación y valor agregado, h) mejoramiento de los agostaderos i)apoyos apícolas para mejoramiento genético, equipamiento e infraestructura, lo cual les permite acceder a los mercados regional, nacional e internacional, mediante su integración a las cadenas productivas. Por medio del programa se brinda capacitación en un modelo de transformación de los productos primarios y temas del desarrollo empresarial, encaminadas a la producción de proteína animal por cada sistema-producto. Debido a que las Unidades de Producción, son cada vez menos rentables se requiere realizar actividades de transformación y valor agregado que les permitan obtener un desarrollo económico de manera empresarial y a su vez propicie la generación de auto empleo y empleo en las localidades rurales o del sector agro alimentario en el estado de Guanajuato; sumado a la exigencia del mercado, que requiere productos con mayor calidad e inocuidad por lo que requieren ser apoyados con la finalidad de mejorar sus procesos de manufactura, de transformación; por lo cual el desarrollo en conjunto de las acciones están encaminadas al fortalecimiento a las unidades de producción pecuaria, en conjunto el resultado de estas acciones podran abastecer proteína animal necesaria para la estrategia de modelos pecuarios innovadores con enfoque financiero empresarial.",43000000
2021,2021-01-01,4,Economía para Todos,8,Secretaría de Desarrollo Agroalimentario y Rural,811,Dirección General de desarrollo y Promoción de la Empresa Rural,8,SDAyR,S022,Fortalecimiento de las Unidades de Producción Familiar,S022.C01,"Apoyos para la asistencia técnica, capacitación y organización de las unidades de producción familiar agroalimentaria otorgados",Q0163,Profesionalización Agropecuaria,"Se apoya a personas que se dedican a actividades de producción agroalimentaria a  través de la asesoría rural, asistencia a eventos congresos, foros, giras de intercambio de conocimientos, cursos especializados entre otros, en el ámbito estatal ó nacional e implementación de módulos demostrativos para el desarrollo de sus capacidades y habilidades que contribuyan a fortalecer la autosuficiencia alimentaria. Asesoría Rural es a través de un Agente de cambio o Agencia de Desarrollo Rural que promueve el desarrollo comunitario en un territorio específico, brindan capacitación y acompañamiento en la identificación y gestión de proyectos agroalimentarios a través de diagnósticos, otorgan asesoría rural integral en temas que contribuyan a mejorar los procesos productivos y de alimentación. Asistencia a Evento de Capacitación, se apoya a través del costo de los cursos y viáticos para la asistencia a seminarios, congresos y eventos en los cuales las personas que se dedican a actividades de producción agroalimentarias obtienen nuevos conocimientos que impulsan a mejorar sus actividades. Los módulos de capacitación ayudan a fortalecer el proceso de enseñanza - aprendizaje a través de la técnica demostrativa. .",5000000
2021,2021-01-01,4,Economía para Todos,8,Secretaría de Desarrollo Agroalimentario y Rural,812,Subsecretaría de Administración y Eficiencia de Los Recursos Naturales Agropecuarios del Sector Rural,8,SDAyR,S011,Campo sustentable en el uso del agua,S011.C07,Proyectos estratégicos para el aprovechamiento sustentable del agua y del suelo en el sector agropecuario del estado implementados,Q2405,Consejo de la Cuenca Lerma-Chapala,"Derivado del Convenio de Coordinación firmado por las cinco entidades federativas, el Consejo de Cuenca Lerma Chapala gestionó la creación del fideicomiso de apoyo operativo FICUENCA con la finalidad de proporcionar de manera oportuna recursos a su gerencia operativa para posibilitar la adecuada atención de los programas de trabajo de los órganos funcionales, para lo anterior existe un acuerdo dentro del Consejo para que cada entidad federativa aporte recursos para dicha Gerencia Operativa.  Con la implementación de este proyecto la Gerencia Operativa del Consejo de Cuenca Lerma Chapala realizará las actividades sustantivas como: la recopilación y análisis de los datos de escurrimientos en la Cuenca y proponer los volúmenes máximos de extracción para cada sistema usuario (entidades federativas), así como la inversión en materia de saneamiento, priorizada por los representantes de los gobiernos de los estados con lo que se contribuirá a la sustentabilidad hídrica en la Cuenca Lerma Chapala.",600000
2021,2021-01-01,4,Economía para Todos,8,Secretaría de Desarrollo Agroalimentario y Rural,812,Subsecretaría de Administración y Eficiencia de Los Recursos Naturales Agropecuarios del Sector Rural,8,SDAyR,S011,Campo sustentable en el uso del agua,S011.C07,Proyectos estratégicos para el aprovechamiento sustentable del agua y del suelo en el sector agropecuario del estado implementados,Q2886,Programa de Fortalecimiento y Modernización de las Unidades de Producción Agrícolas de Riego,"Apoyar a las Unidades de Producción Agrícolas de Riego que se dedican a prestar servicios en materia de riego agrícola, para la adquisición, construcción, mantenimiento, mejora de su infraestructura y equipamiento que les permita ser más productivos y tener un mejor uso y manejo del recurso hidríco.  Por ello el Gobierno del Estado a través de  la Secretaría de Desarrollo Agroalimentario y Rural otorgara apoyos económicos para financiar proyectos integrales de:  A) la adquisición, construcción, mantenimiento, rehabilitación y modernización de su infraestructura hidroagrícola que ayuden a mejorar la eficiencia del recurso hidrico  B) para la construcción y/o ampliación de infraestructura y equipamiento para la operación, administración y distribución del agua, que ayuden a fomentar su capacidad productiva y competitiva.",6000000
2021,2021-01-01,4,Economía para Todos,8,Secretaría de Desarrollo Agroalimentario y Rural,813,Dirección General de desarrollo de Aguas Agrícolas,8,SDAyR,S011,Campo sustentable en el uso del agua,S011.C03,Apoyos para la nivelación y/ o tecnificación con sistemas de riego de la superficie agrícola otorgados,Q0160,Mi Riego Productivo,"En este proyecto se considera otorgar apoyos a productores para la construcción de sistemas de riego por gravedad, aspersión o goteo, que les permitan hacer un manejo más eficiente del agua en sus parcelas, con el fin de revertir la grave y creciente problemática en el uso del vital líquido, fundamentalmente del extraído de los acuíferos del estado. Los apoyos para la tecnificación del riego por aspersión y goteo están disponibles para productores que aun no han sido beneficiados, y de manera complementaria para aquellos que ya lo fueron con sistemas de riego por gravedad. Estos apoyos se otorgan a productores que cumplen con los requisitos de elegibilidad establecidos en las Reglas de Operación autorizadas para tal efecto, y que presenten su solicitud. También se consideran apoyos para la nivelación de tierras y con ello se busca favorecer un manejo eficiente del agua dentro de la parcela, especialmente en aquellas que se riegan por gravedad. A los productores sujetos de apoyo se les otorga un 50% del costo del sistema de riego o de la nivelación, y hasta el 60% cuando el sistema de riego es por goteo. Otro tipo de apoyo es para la impermeabilización de estanques para rebombeo en los sistemas de riego por goteo o aspersión, con la finalidad de eliminar la cantidad de agua que se filtra en estos cuerpos de agua. De igual manera, y con el fin de contribuir en el uso eficiente de la energía eléctrica, que se traduzcan en ahorros económicos dentro del sector, se contemplan apoyos para la instalación de capacitores, para corregir el factor de potencia en los equipos de bombeo en los pozos de uso agrícola.",40000000
2021,2021-01-01,4,Economía para Todos,8,Secretaría de Desarrollo Agroalimentario y Rural,813,Dirección General de desarrollo de Aguas Agrícolas,8,SDAyR,S011,Campo sustentable en el uso del agua,S011.C05,"Apoyos para la captación de agua, manejo sustentable de suelo y vegetación para uso agropecuario otorgados",Q0167,Captemos Agua,"El Programa opera por conducto de las Presidencias Municipales a través del COMUNDER. Mediante subsidio a las unidades de producción vía sus autoridades municipales. Se realizan estos apoyos: 1. Entrega de apoyos dirigidos a las unidades de producción agroalimentaria a través de los Municipios para la ejecución de acciones para la construcción, desazolve, conservación, rehabilitación, mejoramiento de obras de bordería para abrevaderos, captación de lluvias, control de avenidas, mejoramiento de pastizales, así como la atención de cauces, drenes y vasos de captación, para atender y preservar las necesidades básicas del medio rural;  y 2. Construcción, rehabilitación y mejoramiento de obras complementarias a la bordería, tales como: brechas o accesos hasta las obras, estructuras vertedoras, tajos de alivio, tajos alimentadores, trampas de azolve, cercado de los vasos, líneas de conducción, construcción de abrevaderos y demás acciones para evitar la contaminación del agua en el vaso de almacenamiento. Dependiendo del tipo de obra, modalidad de ejecución, inversión y riesgos se analizará la necesidad de elaborar un proyecto ejecutivo completo a cargo del municipio, sin embargo cuando la modalidad de ejecución sea por horas efectivas máquina, el diseño y dimensiones de la cortina, se apegarán en lo posible a las especificaciones básicas.",15000000
